cik,ticker,name,exchange,industry,revenue_M,employees,environment_grade,environment_level,environment_score,social_grade,social_level,social_score,governance_grade,governance_level,governance_score,total_grade,total_level,total_score,last_processing_date
0001103982,MDLZ,Mondelez International Inc,NASDAQ,Food Products,28720.0,79000,A,High,520,BB,Medium,307,BB,Medium,300,BBB,High,1127,2022-04-18
0001326801,META,Meta Platforms Inc,NASDAQ,Media,117929.0,71970,B,Medium,205,B,Medium,232,B,Medium,215,B,Medium,652,2022-04-22
0001278021,MKTX,Marketaxess Holdings Inc,NASDAQ,Financial Services,855.0,700,B,Medium,230,B,Medium,213,B,Medium,210,B,Medium,653,2022-04-18
0000865752,MNST,Monster Beverage Corp,NASDAQ,Beverages,5541.0,3500,A,High,515,BB,Medium,344,BB,Medium,300,BBB,High,1159,2022-04-18
0001682852,MRNA,Moderna Inc,NASDAQ,Biotechnology,18471.0,3900,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-18
0000891103,MTCH,Match Group Inc,NASDAQ,Media,2983.0,2800,B,Medium,245,BB,Medium,389,BB,Medium,311,BBB,High,945,2022-04-18
0001280452,MPWR,Monolithic Power Systems Inc,NASDAQ,Semiconductors,1207.0,2600,BB,Medium,330,B,Medium,287,B,Medium,235,BB,Medium,852,2022-04-18
0000789019,MSFT,Microsoft Corp,NASDAQ,Technology,168088.0,181000,AA,Excellent,715,BBB,High,443,BB,Medium,375,A,High,1533,2022-04-27
0000723125,MU,Micron Technology Inc,NASDAQ,Semiconductors,27705.0,45000,A,High,530,BB,Medium,330,BB,Medium,300,BBB,High,1160,2022-04-18
0001120193,NDAQ,Nasdaq Inc,NASDAQ,Financial Services,3587.0,6600,A,High,505,BB,Medium,310,BB,Medium,300,BBB,High,1115,2022-04-18
0000849399,NLOK,NortonLifeLock Inc,NASDAQ,Technology,2793.0,4000,A,High,505,BB,Medium,315,BB,Medium,305,BBB,High,1125,2022-06-10
0000073124,NTRS,Northern Trust Corp,NASDAQ,Financial Services,6056.0,20000,B,Medium,250,B,Medium,226,B,Medium,225,B,Medium,701,2022-04-18
0000814453,NWL,Newell Brands Inc,NASDAQ,Consumer products,9464.0,32000,A,High,525,BB,Medium,303,BB,Medium,315,BBB,High,1143,2022-04-18
0001045810,NVDA,NVIDIA Corp,NASDAQ,Semiconductors,16675.0,22473,BB,Medium,323,BB,Medium,301,B,Medium,275,BB,Medium,899,2022-04-18
0001564824,ALLK,Allakos Inc,NASDAQ,Biotechnology,20.0,200,B,Medium,200,B,Medium,273,BB,Medium,300,BB,Medium,773,2022-06-10
0001564708,NWSA,News Corp,NASDAQ,Media,10051.0,22000,A,High,509,BB,Medium,300,BB,Medium,300,BBB,High,1109,2022-04-18
0000878927,ODFL,Old Dominion Freight Line Inc,NASDAQ,Road and Rail,5213.0,23000,BBB,High,467,BBB,High,423,B,Medium,280,BBB,High,1170,2022-04-18
0000075362,PCAR,Paccar Inc,NASDAQ,Machinery,23522.0,27000,A,High,568,BB,Medium,343,BB,Medium,305,A,High,1216,2022-04-18
0001413447,NXPI,NXP Semiconductors NV,NASDAQ,Semiconductors,11063.0,34500,A,High,505,BB,Medium,329,BB,Medium,305,BBB,High,1139,2022-04-18
0000898173,ORLY,O'Reilly Automotive Inc,NASDAQ,Retail,13328.0,88000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-18
0000723531,PAYX,Paychex Inc,NASDAQ,Technology,4055.0,16000,A,High,500,BB,Medium,300,B,Medium,200,BBB,High,1000,2022-07-26
0001126328,PFG,Principal Financial Group Inc,NASDAQ,Insurance,15000.0,21000,A,High,555,BB,Medium,320,BB,Medium,300,BBB,High,1175,2022-04-18
0000745732,ROST,Ross Stores Inc,NASDAQ,Retail,18916.0,100000,BB,Medium,375,BB,Medium,325,BB,Medium,300,BBB,High,1000,2022-04-19
0001034054,SBAC,SBA Communications Corp,NASDAQ,Real Estate,2287.0,2000,B,Medium,250,B,Medium,251,B,Medium,215,B,Medium,716,2022-04-19
0000804328,QCOM,Qualcomm Inc,NASDAQ,Semiconductors,33566.0,45000,BBB,High,409,BB,Medium,300,BB,Medium,300,BBB,High,1009,2022-04-19
0000945841,POOL,Pool Corp,NASDAQ,Distributors,4693.0,5600,A,High,525,BB,Medium,306,BB,Medium,313,BBB,High,1144,2022-04-18
0000077476,PEP,PepsiCo Inc,NASDAQ,Beverages,79474.0,309000,AA,Excellent,719,BB,Medium,340,BB,Medium,358,A,High,1417,2022-04-18
0000829224,SBUX,Starbucks Corp,NASDAQ,Hotels Restaurants and Leisure,29061.0,383000,BBB,High,475,BB,Medium,385,B,Medium,295,BBB,High,1155,2022-04-19
0000910606,REG,Regency Centers Corp,NASDAQ,Real Estate,1034.0,400,A,High,575,BB,Medium,372,BB,Medium,365,A,High,1312,2022-04-19
0001604778,QRVO,Qorvo Inc,NASDAQ,Semiconductors,3243.0,8000,A,High,535,BB,Medium,310,BB,Medium,305,BBB,High,1150,2022-04-19
0000857005,PTC,PTC Inc,NASDAQ,Technology,1806.0,7000,A,High,550,BB,Medium,302,BB,Medium,308,BBB,High,1160,2022-04-19
0000921738,PENN,PENN Entertainment Inc,NASDAQ,Hotels Restaurants and Leisure,5897.0,24500,BB,Medium,371,BB,Medium,300,B,Medium,220,BB,Medium,891,2022-04-18
0001633917,PYPL,PayPal Holdings Inc,NASDAQ,Technology,25371.0,30900,BB,Medium,370,B,Medium,244,B,Medium,285,BB,Medium,899,2022-04-18
0000872589,REGN,Regeneron Pharmaceuticals Inc,NASDAQ,Biotechnology,16072.0,11300,A,High,505,BB,Medium,327,BB,Medium,305,BBB,High,1137,2022-04-19
0000318154,AMGN,Amgen Inc,NASDAQ,Biotechnology,25979.0,24000,A,High,575,BB,Medium,312,BB,Medium,328,A,High,1215,2022-04-16
0000883241,SNPS,Synopsys Inc,NASDAQ,Technology,4204.0,16000,A,High,525,BB,Medium,316,BB,Medium,315,BBB,High,1156,2022-04-19
0001137789,STX,Seagate Technology Holdings PLC,NASDAQ,Technology,10706.0,40000,A,High,540,BB,Medium,355,BB,Medium,300,BBB,High,1195,2022-04-19
0000842023,TECH,Bio-Techne Corp,NASDAQ,Life Sciences Tools and Services,892.0,5000,A,High,510,B,Medium,268,BB,Medium,300,BBB,High,1078,2022-04-16
0000097210,TER,Teradyne Inc,NASDAQ,Semiconductors,3703.0,5300,A,High,507,BB,Medium,328,BB,Medium,315,BBB,High,1150,2022-04-19
0000004127,SWKS,Skyworks Solutions Inc,NASDAQ,Semiconductors,5202.0,9000,A,High,515,BB,Medium,303,B,Medium,270,BBB,High,1088,2022-04-19
0000864749,TRMB,Trimble Inc,NASDAQ,Electrical Equipment,3659.0,12600,A,High,550,BBB,High,415,BB,Medium,315,A,High,1280,2022-04-19
0001113169,TROW,T Rowe Price Group Inc,NASDAQ,Financial Services,8020.0,8000,A,High,510,BB,Medium,325,BB,Medium,310,BBB,High,1145,2022-04-19
0000946581,TTWO,Take-Two Interactive Software Inc,NASDAQ,Media,3373.0,5800,B,Medium,225,BB,Medium,307,BB,Medium,310,BB,Medium,842,2022-04-19
0001318605,TSLA,Tesla Inc,NASDAQ,Automobiles,53823.0,99290,A,High,555,CCC,Low,160,B,Medium,278,BBB,High,993,2022-04-19
0000916365,TSCO,Tractor Supply Co,NASDAQ,Retail,12254.0,45000,A,High,500,BB,Medium,300,B,Medium,200,BBB,High,1000,2022-09-17
0000097476,TXN,Texas Instruments Inc,NASDAQ,Semiconductors,18344.0,31000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-19
0001283699,TMUS,T-Mobile US Inc,NASDAQ,Telecommunication,79571.0,75000,BB,Medium,342,BB,Medium,331,B,Medium,230,BBB,High,903,2022-04-19
0000100517,UAL,United Airlines Holdings Inc,NASDAQ,Airlines,24634.0,84100,B,Medium,205,B,Medium,203,B,Medium,221,B,Medium,629,2022-04-19
0001442145,VRSK,Verisk Analytics Inc,NASDAQ,Professional Services,2773.0,10000,AA,Excellent,615,BB,Medium,366,BB,Medium,300,A,High,1281,2022-04-19
0001403568,ULTA,Ulta Beauty Inc,NASDAQ,Retail,8629.0,47000,B,Medium,205,B,Medium,242,B,Medium,200,B,Medium,647,2022-04-19
0000875320,VRTX,Vertex Pharmaceuticals Inc,NASDAQ,Biotechnology,7569.0,4000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-19
0001792044,VTRS,Viatris Inc,NASDAQ,Pharmaceuticals,17824.0,38000,A,High,500,BB,Medium,300,B,Medium,200,BBB,High,1000,2022-09-24
0001014473,VRSN,Verisign Inc,NASDAQ,Technology,1328.0,1000,A,High,548,BB,Medium,354,BB,Medium,325,A,High,1227,2022-04-19
0001618921,WBA,Walgreens Boots Alliance Inc,NASDAQ,Retail,132703.0,315000,A,High,515,BB,Medium,325,BB,Medium,300,BBB,High,1140,2022-04-19
0001002047,NTAP,NetApp Inc,NASDAQ,Technology,5744.0,10700,A,High,545,BB,Medium,359,BB,Medium,325,A,High,1229,2022-04-18
0000072903,XEL,Xcel Energy Inc,NASDAQ,Utilities,13423.0,12000,B,Medium,223,B,Medium,201,B,Medium,205,B,Medium,629,2022-04-20
0000818479,XRAY,DENTSPLY SIRONA Inc,NASDAQ,Health Care,4001.0,16000,A,High,530,BB,Medium,318,BB,Medium,305,BBB,High,1153,2022-04-17
0000877212,ZBRA,Zebra Technologies Corp,NASDAQ,Electrical Equipment,5627.0,9900,BB,Medium,320,BB,Medium,317,BB,Medium,300,BBB,High,937,2022-04-20
0001158449,AAP,Advance Auto Parts Inc,NYSE,Retail,11270.0,68000,B,Medium,264,B,Medium,261,B,Medium,210,B,Medium,735,2022-04-16
0000109380,ZION,Zions Bancorporation NA,NASDAQ,Banking,2832.0,10000,B,Medium,200,B,Medium,200,B,Medium,200,B,Medium,600,2022-04-20
0001174922,WYNN,Wynn Resorts Ltd,NASDAQ,Hotels Restaurants and Leisure,1327.0,24000,B,Medium,225,B,Medium,201,B,Medium,200,B,Medium,626,2022-04-20
0001090872,A,Agilent Technologies Inc,NYSE,Life Sciences Tools and Services,6319.0,16000,A,High,573,B,Medium,231,B,Medium,233,BBB,High,1037,2022-04-16
0001551152,ABBV,Abbvie Inc,NYSE,Biotechnology,56197.0,50000,A,High,505,BB,Medium,317,BB,Medium,300,BBB,High,1122,2022-04-16
0001140859,ABC,Amerisourcebergen Corp,NYSE,Health Care,222903.0,44000,A,High,505,BB,Medium,300,BB,Medium,315,BBB,High,1120,2022-04-16
0000007084,ADM,Archer-Daniels-Midland Co,NYSE,Food Products,85249.0,40000,A,High,587,BB,Medium,353,BB,Medium,305,A,High,1245,2022-04-16
0000001800,ABT,Abbott Laboratories,NYSE,Health Care,20243.0,113000,A,High,515,BB,Medium,305,BB,Medium,305,BBB,High,1125,2022-04-16
0001002910,AEE,Ameren Corp,NYSE,Utilities,2534.0,9000,A,High,562,BB,Medium,345,BB,Medium,300,A,High,1207,2022-04-16
0000874761,AES,AES Corp,NYSE,Utilities,10511.0,8000,A,High,525,BB,Medium,326,BB,Medium,370,A,High,1221,2022-04-16
0000004977,AFL,Aflac Inc,NYSE,Insurance,22124.0,12000,BBB,High,454,BB,Medium,300,B,Medium,235,BBB,High,989,2022-04-16
0001467373,ACN,Accenture PLC,NYSE,Technology,50533.0,624000,A,High,515,BB,Medium,360,BB,Medium,305,BBB,High,1180,2022-04-16
0000354190,AJG,Arthur J. Gallagher & Co.,NYSE,Insurance,7782.0,33000,A,High,530,BB,Medium,344,BB,Medium,310,BBB,High,1184,2022-04-16
0001267238,AIZ,Assurant Inc,NYSE,Insurance,5116.0,18000,BBB,High,438,BB,Medium,316,BB,Medium,300,BBB,High,1054,2022-04-16
0000766421,ALK,Alaska Air Group Inc,NYSE,Airlines,6175.0,22000,A,High,515,BB,Medium,303,B,Medium,259,BBB,High,1077,2022-04-16
0000915913,ALB,Albemarle Corp,NYSE,Chemicals,3128.0,7200,A,High,545,BB,Medium,322,BB,Medium,315,BBB,High,1182,2022-04-16
0000005272,AIG,American International Group Inc,NYSE,Insurance,52522.0,36200,A,High,518,BB,Medium,323,BB,Medium,310,BBB,High,1151,2022-04-16
0000899051,ALL,Allstate Corp,NYSE,Insurance,44799.0,54000,A,High,530,BB,Medium,300,B,Medium,220,BBB,High,1050,2022-04-16
0001579241,ALLE,Allegion PLC,NYSE,Building,2336.0,11000,A,High,542,BB,Medium,322,BB,Medium,315,BBB,High,1179,2022-04-16
0000820027,AMP,Ameriprise Financial Inc,NYSE,Financial Services,13500.0,12000,BB,Medium,396,BB,Medium,308,B,Medium,267,BBB,High,971,2022-04-16
0001037868,AME,AMETEK Inc,NYSE,Electrical Equipment,5540.0,18900,A,High,540,BB,Medium,329,B,Medium,270,BBB,High,1139,2022-04-16
0001053507,AMT,American Tower Corp,NYSE,Real Estate,8042.0,5765,A,High,530,BB,Medium,333,BB,Medium,305,BBB,High,1168,2022-04-16
0000091142,AOS,A O Smith Corp,NYSE,Building,3252.0,13600,A,High,510,BB,Medium,315,BB,Medium,310,BBB,High,1135,2022-04-16
0000002969,APD,Air Products and Chemicals Inc,NYSE,Chemicals,10324.0,21900,AA,Excellent,700,BBB,High,442,BB,Medium,300,A,High,1442,2022-04-16
0000315293,AON,Aon PLC,NYSE,Insurance,12193.0,50000,BBB,High,485,BB,Medium,304,B,Medium,288,BBB,High,1077,2022-04-16
0001596532,ANET,Arista Networks Inc,NYSE,Communications,2585.0,6000,BBB,High,444,BB,Medium,310,B,Medium,295,BBB,High,1049,2022-04-16
0000820313,APH,Amphenol Corp,NYSE,Electrical Equipment,10876.0,90000,A,High,512,BB,Medium,303,BBB,High,475,A,High,1290,2022-04-16
0000731802,ATO,Atmos Energy Corp,NYSE,Utilities,3600.0,4500,A,High,572,BB,Medium,368,BB,Medium,315,A,High,1255,2022-04-16
0001410636,AWK,American Water Works Company Inc,NYSE,Utilities,3930.0,7100,AA,Excellent,653,BB,Medium,395,BB,Medium,300,A,High,1348,2022-04-16
0001035443,ARE,Alexandria Real Estate Equities Inc,NYSE,Real Estate,2108.0,1000,AA,Excellent,600,BB,Medium,337,BB,Medium,345,A,High,1282,2022-04-16
0001521332,APTV,Aptiv PLC,NYSE,Auto Components,15590.0,168000,A,High,555,BB,Medium,339,BB,Medium,310,A,High,1204,2022-06-10
0000915912,AVB,Avalonbay Communities Inc,NYSE,Real Estate,2253.0,3000,A,High,500,BB,Medium,300,B,Medium,298,BBB,High,1098,2022-04-16
0000008818,AVY,Avery Dennison Corp,NYSE,Packaging,8026.0,35000,A,High,535,BB,Medium,347,BB,Medium,325,A,High,1207,2022-04-16
0000012927,BA,Boeing Co,NYSE,Aerospace and Defense,62286.0,141000,B,Medium,220,B,Medium,224,B,Medium,235,B,Medium,679,2022-09-21
0000070858,BAC,Bank of America Corp,NYSE,Banking,89113.0,208000,B,Medium,220,BB,Medium,394,B,Medium,265,BB,Medium,879,2022-04-16
0000010456,BAX,Baxter International Inc,NYSE,Health Care,12823.0,60000,A,High,500,BB,Medium,316,BB,Medium,300,BBB,High,1116,2022-04-16
0000701985,BBWI,Bath & Body Works Inc,NYSE,Retail,7388.0,31000,A,High,525,BB,Medium,303,BB,Medium,300,BBB,High,1128,2022-06-11
0000010795,BDX,Becton Dickinson and Co,NYSE,Health Care,20248.0,75000,AA,Excellent,607,BB,Medium,384,BB,Medium,315,A,High,1306,2022-04-16
0000012208,BIO,Bio Rad Laboratories Inc,NYSE,Life Sciences Tools and Services,2798.0,7600,B,Medium,275,B,Medium,227,BB,Medium,300,BB,Medium,802,2022-04-16
0000764478,BBY,Best Buy Co Inc,NYSE,Retail,51760.0,102000,BBB,High,430,B,Medium,231,BB,Medium,300,BBB,High,961,2022-04-16
0001390777,BK,Bank of New York Mellon Corp,NYSE,Financial Services,15895.0,50300,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-16
0000004962,AXP,American Express Co,NYSE,Financial Services,41769.0,64000,B,Medium,230,B,Medium,226,B,Medium,208,B,Medium,664,2022-04-16
0001383312,BR,Broadridge Financial Solutions Inc,NYSE,Technology,4700.0,13000,A,High,550,BB,Medium,313,BB,Medium,325,BBB,High,1188,2022-04-16
0000014272,BMY,Bristol-Myers Squibb Co,NYSE,Pharmaceuticals,46385.0,32200,A,High,500,BB,Medium,321,BB,Medium,310,BBB,High,1131,2022-04-16
0000079282,BRO,Brown & Brown Inc,NYSE,Insurance,3200.0,10000,BBB,High,405,BB,Medium,320,BB,Medium,300,BBB,High,1025,2022-04-16
0000866787,AZO,Autozone Inc,NYSE,Retail,14629.0,103000,B,Medium,260,B,Medium,222,B,Medium,213,B,Medium,695,2022-04-16
0000885725,BSX,Boston Scientific Corp,NYSE,Health Care,11888.0,40000,A,High,525,BB,Medium,399,BB,Medium,300,A,High,1224,2022-04-16
0001393818,BX,Blackstone Inc,NYSE,Financial Services,13000.0,3600,A,High,534,BB,Medium,343,BB,Medium,320,BBB,High,1197,2022-04-16
0001037540,BXP,Boston Properties Inc,NYSE,Real Estate,2775.0,2600,A,High,532,BB,Medium,339,BB,Medium,305,BBB,High,1176,2022-04-16
0000719739,SIVB,SVB Financial Group,NASDAQ,Banking,3085.0,8500,A,High,510,BB,Medium,340,BB,Medium,300,BBB,High,1150,2022-04-19
0000831001,C,Citigroup Inc,NYSE,Banking,71884.0,223400,A,High,515,BB,Medium,300,BB,Medium,303,BBB,High,1118,2022-04-16
0000018230,CAT,Caterpillar Inc,NYSE,Machinery,51048.0,97300,B,Medium,235,B,Medium,239,B,Medium,235,B,Medium,709,2022-06-07
0001783180,CARR,Carrier Global Corp,NYSE,Building,18606.0,55000,B,Medium,210,B,Medium,258,B,Medium,226,B,Medium,694,2022-04-21
0001138118,CBRE,CBRE Group Inc,NYSE,Real Estate,27442.0,105000,B,Medium,200,B,Medium,209,B,Medium,200,B,Medium,609,2022-06-10
0001051470,CCI,Crown Castle Inc,NYSE,Real Estate,5785.0,5000,A,High,500,BB,Medium,300,B,Medium,200,BBB,High,1000,2022-09-16
0001725057,CDAY,Ceridian HCM Holding Inc,NYSE,Technology,1006.0,6000,A,High,530,BB,Medium,379,BB,Medium,320,A,High,1229,2022-04-21
0000028412,CMA,Comerica Inc,NYSE,Banking,2866.0,8800,B,Medium,280,BB,Medium,300,B,Medium,230,BB,Medium,810,2022-04-16
0000882184,DHI,D R Horton Inc,NYSE,Consumer products,21977.0,12700,B,Medium,250,B,Medium,271,B,Medium,205,B,Medium,726,2022-04-17
0000029905,DOV,Dover Corp,NYSE,Machinery,7913.0,24000,A,High,500,BB,Medium,320,BB,Medium,305,BBB,High,1125,2022-04-17
0000940944,DRI,Darden Restaurants Inc,NYSE,Hotels Restaurants and Leisure,9595.0,177000,A,High,515,BB,Medium,309,BB,Medium,300,BBB,High,1124,2022-04-17
0001306830,CE,Celanese Corp,NYSE,Chemicals,7250.0,9000,A,High,500,BB,Medium,319,BB,Medium,300,BBB,High,1119,2022-06-10
0000029534,DG,Dollar General Corp,NYSE,Retail,34221.0,158000,B,Medium,247,B,Medium,222,B,Medium,200,B,Medium,669,2022-04-17
0001058090,CMG,Chipotle Mexican Grill Inc,NYSE,Hotels Restaurants and Leisure,7547.0,97600,B,Medium,210,B,Medium,241,B,Medium,213,B,Medium,664,2022-04-16
0001022079,DGX,Quest Diagnostics Inc,NYSE,Health Care,10790.0,47000,B,Medium,230,BB,Medium,300,B,Medium,205,B,Medium,735,2022-04-19
0000815097,CCL,Carnival Corp,NYSE,Hotels Restaurants and Leisure,1909.0,88000,A,High,515,BB,Medium,326,BB,Medium,320,BBB,High,1161,2022-04-16
0000313927,CHD,Church & Dwight Co Inc,NYSE,Consumer products,4996.0,5900,A,High,578,BB,Medium,341,BB,Medium,348,A,High,1267,2022-04-16
0001751788,DOW,Dow Inc,NYSE,Chemicals,54968.0,35700,B,Medium,225,B,Medium,201,B,Medium,200,B,Medium,626,2022-04-17
0001393612,DFS,Discover Financial Services,NYSE,Financial Services,11649.0,18000,BB,Medium,335,BB,Medium,321,BB,Medium,313,BBB,High,969,2022-04-17
0001326160,DUK,Duke Energy Corp,NYSE,Utilities,25079.0,28000,AA,Excellent,604,BB,Medium,362,BB,Medium,328,A,High,1294,2022-04-17
0000783280,DRE,Duke Realty Corp,NYSE,Real Estate,1021.0,600,A,High,540,BB,Medium,313,BB,Medium,300,BBB,High,1153,2022-04-17
0001324404,CF,CF Industries Holdings Inc,NYSE,Chemicals,5310.0,3000,A,High,525,BB,Medium,307,BB,Medium,310,BBB,High,1142,2022-04-16
0001090012,DVN,Devon Energy Corp,NYSE,Energy,11567.0,1600,A,High,570,BB,Medium,301,BB,Medium,300,BBB,High,1171,2022-04-17
0000031462,ECL,Ecolab Inc,NYSE,Chemicals,12654.0,48000,A,High,547,BB,Medium,373,BB,Medium,325,A,High,1245,2022-04-17
0000354950,HD,Home Depot Inc,NYSE,Retail,151157.0,490600,B,Medium,230,BB,Medium,317,B,Medium,205,BB,Medium,752,2022-04-17
0000936340,DTE,DTE Energy Co,NYSE,Utilities,14054.0,10000,A,High,592,BB,Medium,313,B,Medium,210,BBB,High,1115,2022-04-17
0000827052,EIX,Edison International,NYSE,Utilities,14208.0,14000,AA,Excellent,700,A,High,513,BB,Medium,315,A,High,1528,2022-04-17
0000024741,GLW,Corning Inc,NYSE,Electrical Equipment,14082.0,50000,B,Medium,200,B,Medium,200,B,Medium,200,B,Medium,600,2022-04-16
0000927066,DVA,DaVita Inc,NYSE,Health Care,11638.0,67000,B,Medium,260,BB,Medium,332,BB,Medium,300,BB,Medium,892,2022-04-17
0000106040,WDC,Western Digital Corp,NASDAQ,Technology,16922.0,67000,A,High,545,BB,Medium,339,B,Medium,260,BBB,High,1144,2022-04-20
0000886982,GS,Goldman Sachs Group Inc,NYSE,Financial Services,59339.0,45100,A,High,525,BB,Medium,305,BB,Medium,305,BBB,High,1135,2022-04-17
0001688568,DXC,DXC Technology Co,NYSE,Technology,16265.0,130000,A,High,505,BB,Medium,326,BB,Medium,305,BBB,High,1136,2022-06-10
0001551182,ETN,Eaton Corporation PLC,NYSE,Electrical Equipment,19628.0,85000,A,High,520,BB,Medium,328,BB,Medium,320,BBB,High,1168,2022-04-17
0001047862,ED,Consolidated Edison Inc,NYSE,Utilities,12947.0,14000,AA,Excellent,700,BB,Medium,358,BB,Medium,300,A,High,1358,2022-04-16
0000047111,HSY,Hershey Co,NYSE,Food Products,8971.0,16000,A,High,525,BB,Medium,361,BB,Medium,300,BBB,High,1186,2022-04-17
0000200406,JNJ,Johnson & Johnson,NYSE,Pharmaceuticals,93775.0,136400,A,High,565,BB,Medium,308,BB,Medium,300,BBB,High,1173,2022-04-18
0000019617,JPM,JPMorgan Chase & Co,NYSE,Banking,121649.0,271025,A,High,505,BB,Medium,319,BB,Medium,338,BBB,High,1162,2022-04-18
0000021344,KO,Coca-Cola Co,NYSE,Beverages,38655.0,79000,B,Medium,200,B,Medium,201,B,Medium,200,B,Medium,601,2022-04-16
0001170010,KMX,Carmax Inc,NYSE,Retail,28184.0,29500,B,Medium,251,B,Medium,237,BB,Medium,300,BB,Medium,788,2022-04-16
0001336920,LDOS,Leidos Holdings Inc,NYSE,Professional Services,13746.0,45000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-18
0000058492,LEG,Leggett & Platt Inc,NYSE,Consumer products,4283.0,21000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-18
0000063908,MCD,McDonald's Corp,NYSE,Hotels Restaurants and Leisure,23223.0,200000,A,High,505,BB,Medium,326,BB,Medium,305,BBB,High,1136,2022-04-18
0001707925,LIN,Linde PLC,NYSE,Chemicals,30793.0,82000,B,Medium,210,B,Medium,240,B,Medium,275,B,Medium,725,2022-04-20
0000018926,LUMN,Lumen Technologies Inc,NYSE,Telecommunication,19688.0,22000,A,High,535,BB,Medium,327,BB,Medium,305,BBB,High,1167,2022-06-10
0001489393,LYB,LyondellBasell Industries NV,NYSE,Chemicals,46768.0,19200,A,High,587,BB,Medium,352,BB,Medium,330,A,High,1269,2022-04-18
0001059556,MCO,Moody's Corp,NYSE,Financial Services,6037.0,14000,A,High,515,BB,Medium,308,B,Medium,235,BBB,High,1058,2022-04-18
0000927653,MCK,Mckesson Corp,NYSE,Health Care,238228.0,67000,A,High,500,BB,Medium,303,BB,Medium,310,BBB,High,1113,2022-04-18
0000062996,MAS,Masco Corp,NYSE,Building,7974.0,20000,A,High,522,BB,Medium,323,BB,Medium,305,BBB,High,1150,2022-04-18
0000060667,LOW,Lowe's Companies Inc,NYSE,Retail,96250.0,300000,B,Medium,218,B,Medium,200,B,Medium,200,B,Medium,618,2022-04-18
0001613103,MDT,Medtronic PLC,NYSE,Health Care,30117.0,95000,A,High,515,BB,Medium,308,BB,Medium,315,BBB,High,1138,2022-04-18
0000063754,MKC,McCormick & Company Inc,NYSE,Food Products,6317.0,13000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-18
0001099219,MET,MetLife Inc,NYSE,Insurance,69878.0,43000,A,High,517,BB,Medium,305,BB,Medium,305,BBB,High,1127,2022-04-18
0000789570,MGM,MGM Resorts International,NYSE,Hotels Restaurants and Leisure,9682.0,44000,A,High,500,BB,Medium,300,B,Medium,200,BBB,High,1000,2022-09-17
0000062709,MMC,Marsh & McLennan Companies Inc,NYSE,Insurance,17012.0,78000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-18
0000764180,MO,Altria Group Inc,NYSE,Tobacco,21119.0,7000,A,High,500,BB,Medium,327,BB,Medium,341,BBB,High,1168,2022-04-16
0000908255,BWA,Borgwarner Inc,NYSE,Auto Components,14839.0,49000,B,Medium,260,B,Medium,206,B,Medium,230,B,Medium,696,2022-04-16
0000310158,MRK,Merck & Co Inc,NYSE,Pharmaceuticals,48704.0,68000,A,High,500,BB,Medium,305,BB,Medium,315,BBB,High,1120,2022-04-18
0000101778,MRO,Marathon Oil Corp,NYSE,Energy,5272.0,2300,A,High,530,BB,Medium,313,BB,Medium,305,BBB,High,1148,2022-04-21
0001510295,MPC,Marathon Petroleum Corp,NYSE,Energy,120376.0,18000,AA,Excellent,700,BB,Medium,366,BB,Medium,315,A,High,1381,2022-04-18
0000895421,MS,Morgan Stanley,NYSE,Financial Services,59755.0,75498,A,High,555,BB,Medium,303,BB,Medium,320,BBB,High,1178,2022-04-18
0000036270,MTB,M&T Bank Corp,NYSE,Banking,5714.0,17000,A,High,500,BB,Medium,303,B,Medium,260,BBB,High,1063,2022-04-18
0001037646,MTD,Mettler-Toledo International Inc,NYSE,Life Sciences Tools and Services,3318.0,14600,A,High,505,BB,Medium,300,B,Medium,240,BBB,High,1045,2022-04-18
0000068505,MSI,Motorola Solutions Inc,NYSE,Communications,7878.0,19000,A,High,505,BB,Medium,305,BB,Medium,347,BBB,High,1157,2022-04-18
0000753308,NEE,Nextera Energy Inc,NYSE,Utilities,17069.0,14900,AA,Excellent,668,BB,Medium,306,BB,Medium,313,A,High,1287,2022-04-18
0001408198,MSCI,MSCI Inc,NYSE,Financial Services,1978.0,3800,A,High,580,BB,Medium,347,BB,Medium,335,A,High,1262,2022-04-18
0001513761,NCLH,Norwegian Cruise Line Holdings Ltd,NYSE,Hotels Restaurants and Leisure,1295.0,32500,BBB,High,495,BB,Medium,306,BB,Medium,300,BBB,High,1101,2022-04-18
0001111711,NI,NiSource Inc,NYSE,Utilities,1765.0,7600,BB,Medium,361,BB,Medium,322,B,Medium,223,BBB,High,906,2022-04-18
0001133421,NOC,Northrop Grumman Corp,NYSE,Aerospace and Defense,35667.0,90000,A,High,505,BB,Medium,302,BB,Medium,300,BBB,High,1107,2022-04-18
